id,question,audio_clip,option_1,option_2,option_3,option_4,answer_index,audio_length
515e6605-fe9d-421b-b505-f084a064a3e5,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/050040.mp3,Fatir,Ash-Shura,Qaf,Al-'Alaq,3,
93067f82-b76e-4af5-aff6-6ed76be8356d,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/030044.mp3,Ash-Sharh,Ash-Shura,An-Nas,Ar-Rum,4,
91848b35-84fe-4624-ae12-a3861bf74cf9,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/049015.mp3,At-Tur,Yusuf,Fussilat,Al-Hujurat,4,
2a9a0709-514f-4a61-8103-7c08eb1a9f25,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/044031.mp3,At-Takathur,Al-Infitar,Ad-Dukhan,Al-Falaq,3,
68d9d62a-97a1-4585-8f63-6e3c7889e601,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/050034.mp3,Qaf,Sad,Al-A'la,An-Naml,1,
8e84cbf9-4eaa-4c7a-b878-8e961252697b,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/055072.mp3,Al-Hadid,Ar-Rahman,Al-Baqarah,Quraish,2,
205c4fd1-f3d2-4b99-8b2f-691969a83b21,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/042020.mp3,Abasa,Qaf,Al-Burooj,Ash-Shura,4,
faef634b-a414-494b-88d1-f9cee33faa1c,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/056019.mp3,Ar-Rahman,An-Nur,Al-Kafirun,Al-Waqi'a,4,
74c1f942-f138-464c-9e72-e1de253b9db8,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/040033.mp3,Al-Insan,Ghafir,Qaf,Al-Ankabut,2,
1e47a20c-800d-49fc-9a7e-422ebae5ce96,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/029045.mp3,At-Tur,Al-Ankabut,Ad-Duhaa,Hud,2,
5b076bea-9bd9-4267-ae92-5596aef91817,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/030037.mp3,Ar-Rum,Al-Fath,Al-Anbiya,Al-Qadr,1,
6ab0a34c-9a2a-420b-abf4-d940cb840838,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/055073.mp3,Al-Fil,Ar-Rahman,Al-Ankabut,Al-Kafirun,2,
b3433d54-fa0e-431c-b02d-41dde1e471d2,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/041005.mp3,Ibrahim,Al-Kawthar,Fussilat,Al-Ma'idah,3,
9fdd1d76-c16e-42b2-aa3d-33a9eec40969,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/033056.mp3,Al-Ahzab,Al-Jathiya,Al-Mu'minun,At-Takathur,1,
a96bc319-2b3e-46f8-8090-97dad3415681,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/044043.mp3,Al-Jumu'a,Ad-Dukhan,Ya-Sin,Quraish,2,
11111c18-d01c-4885-958b-83016f563c76,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/051055.mp3,Al-Ahzab,Fussilat,An-Nazi'at,Adh-Dhariyat,4,
2edd2758-dcfc-4e16-b546-71f4c32f2ce8,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/030046.mp3,An-Nisa',Al-Isra,At-Taghabun,Ar-Rum,4,
d6614e71-fbc3-4c0b-8e55-e7820279cd08,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/046029.mp3,Al-Ahqaf,Ash-Sharh,Al-Qalam,Al-Mulk,1,
93b28fce-5705-47b4-8307-2f2fd288d2f4,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/038052.mp3,Sad,Al-Lail,Al-Ahqaf,Al-Baqarah,1,
1ba123ea-bef8-46ae-b81b-5e9ff8f79233,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/044028.mp3,Ghafir,Al-Ma'idah,Yusuf,Ad-Dukhan,4,
7270d231-1bbc-4151-a82b-99924ab63986,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/055027.mp3,Ar-Rahman,Al-Inshiqaq,Al-A'la,Al-Ahzab,1,
a7fa0158-b019-4f76-bb55-a84d1feee49d,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/050045.mp3,Qaf,Yunus,Al-Mujadila,Al-Insan,1,
0385051e-4f57-4505-81ac-d89d60f5db11,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/048013.mp3,Al-Mutaffifin,At-Tahrim,Al-Fath,Al-Muzzammil,3,
dbedcd48-dd92-4bac-aa6d-279306aea17a,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/053022.mp3,Al-Muddathir,At-Tahrim,At-Tin,An-Najm,4,
ac2a4ccb-9a8f-4e47-92ad-d6339d74313a,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/056032.mp3,Az-Zukhruf,Ghafir,Al-Fil,Al-Waqi'a,4,
e42b8af1-d84c-4c01-be9d-aef0d268df7e,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/044023.mp3,Al-Humaza,Az-Zalzala,At-Tur,Ad-Dukhan,4,
e947e2b2-7517-4294-8e78-e7fa4fe09bd2,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/040075.mp3,As-Sajda,Ghafir,Al-Ahqaf,Ya-Sin,2,
cb3c2431-d856-4daa-bbce-2ffc70227797,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/054035.mp3,Maryam,At-Tariq,Al-Qamar,Yusuf,3,
3452aa43-3ab2-47b0-a4d9-38c76fcb441d,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/056045.mp3,Al-A'raf,Al-Burooj,Al-Waqi'a,Muhammad,3,
9945dda4-cb5b-425a-8f05-da7cfe362afc,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/035008.mp3,Fatir,Al-Munafiqoon,Al-Inshiqaq,At-Takathur,1,
d4940898-6b20-496d-9714-bddcdf03bf2b,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/047031.mp3,Al-Lail,Al-Hujurat,Muhammad,Al-Falaq,3,
a4e3f5d7-3294-485b-8c03-8d7814150d06,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/029060.mp3,Fatir,Luqman,Ya-Sin,Al-Ankabut,4,
7ac646f3-5554-476c-966b-315c4e99b0a2,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/046020.mp3,Hud,Al-Qamar,Al-Ahqaf,Saba',3,
aa03255d-8209-4d04-8a20-a50688ff4304,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/056013.mp3,Ar-Rum,Al-Kafirun,Al-Waqi'a,Al-Hajj,3,
b4ea2b7f-6058-4152-b323-60f175062179,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/033068.mp3,Al-'Alaq,Al-Ahzab,Al-Inshiqaq,Qaf,2,
72aa3a0e-0885-4145-993e-aaae676e399b,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/047037.mp3,Muhammad,Al-Isra,Al-'Adiyat,Al-Ma'un,1,
681ddbce-c10c-420e-84d3-3c07c5532566,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/055028.mp3,Ar-Rahman,At-Takwir,At-Takathur,Al-Fatiha,1,
19d8cb3e-103d-429d-816d-36bd43325e4c,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/030052.mp3,Ar-Rum,At-Talaq,As-Saffat,Al-Insan,1,
41262d25-1a15-4ca9-88bb-98c513e321f8,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/050029.mp3,Ar-Ra'd,Qaf,Al-Kahf,Al-Munafiqoon,2,
77811cb3-cb52-494b-adce-eaf8b5abae56,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/054002.mp3,Ar-Ra'd,Al-Furqan,At-Taghabun,Al-Qamar,4,
bb03d73e-a02b-4a2b-abd2-3d8bf088161b,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/035040.mp3,An-Nur,Al-Hajj,Fatir,Al-A'raf,3,
ca56fd94-d7b2-4099-b08b-8e634a3428ce,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/031011.mp3,Abasa,Al-Jumu'a,Luqman,Al-Muddathir,3,
8266b782-ea68-4aa5-bddc-1c6940188fad,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/055048.mp3,Ar-Rahman,Al-A'raf,Al-'Adiyat,Al-'Alaq,1,
ef2aab37-cd0a-439e-88da-a7eb35b0c319,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/039049.mp3,As-Saff,Ghafir,Az-Zumar,Al-Fil,3,
799bf71d-1dd2-4466-b421-776653525e23,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/057020.mp3,Al-Hadid,Ibrahim,Al-Mujadila,Al-Ma'un,1,
f8137061-5522-48a6-8c86-a550b4f96fec,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/032024.mp3,An-Nasr,Al-Hijr,Al-Balad,As-Sajda,4,
7e11dad1-68c4-481b-a1dd-9f943eafeaa8,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/037091.mp3,Al-Mumtahina,An-Nazi'at,At-Tur,As-Saffat,4,
cbd522fd-4108-4b7a-b8e8-9e5b4ab38b6b,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/051033.mp3,Al-'Alaq,An-Naml,Adh-Dhariyat,As-Sajda,3,
793b058d-5f84-421a-87f7-a2e0fed4860d,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/053030.mp3,Yusuf,An-Najm,Al-Lail,Al-Hujurat,2,
66785a2b-c732-4f98-80f7-446c5643c2f6,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/031028.mp3,Al-'Adiyat,Al-Jumu'a,Al-Hijr,Luqman,4,
7d697098-d3af-4646-8994-ce8677c36071,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/033069.mp3,Al-Ahzab,Al-Jumu'a,Al-Kafirun,At-Takwir,1,
92cf440b-4836-4dd9-bc2e-e32240d93f0e,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/047038.mp3,Muhammad,Al-Jinn,At-Tawbah,An-Nur,1,
63bacd0c-f497-4f00-b5db-03b657e8efc2,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/030012.mp3,Adh-Dhariyat,Al-Ikhlas,Ar-Rum,Saba',3,
87221cc3-15cf-4e65-aacc-6148016538c5,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/030001.mp3,Ar-Rum,Ad-Duhaa,Al-Haqqah,Al-Inshiqaq,1,
2e53ff88-950b-42f3-8492-99261cb7b063,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/042026.mp3,Ash-Shura,Qaf,Ya-Sin,Ta-Ha,1,
eb5d1234-d5ae-443e-b338-8adf41dd46ce,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/029068.mp3,Al-Kahf,Hud,At-Talaq,Al-Ankabut,4,
7d013e96-d206-4190-bf8b-03c0c6d53d0f,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/031016.mp3,Al-Baqarah,Luqman,At-Taghabun,An-Nahl,2,
0d55f1d3-db04-4ed1-b27e-b3279e648d0c,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/055001.mp3,Al-'Adiyat,Ar-Rahman,Al-Kawthar,As-Saffat,2,
e29dbc30-7b07-47e1-8fdd-fb9031b62c52,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/032020.mp3,As-Sajda,Al-Ma'idah,Al-Ahqaf,Al-Qadr,1,
cb871f26-0c6a-4f8c-8ded-77f2ed8244d2,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/035029.mp3,Al-Hajj,Fatir,At-Talaq,Al-'Adiyat,2,
332ec7bb-1755-4237-bc5d-6d0b523c4163,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/057028.mp3,Al-Hadid,At-Tur,Ash-Shams,Al-Ahzab,1,
be98432c-bf6e-41a5-aa82-d782edfc5d15,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/054051.mp3,Saba',An-Najm,Al-Mu'minun,Al-Qamar,4,
d4082a45-bc60-40d5-9be2-aeb8e1a8a7e1,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/053035.mp3,An-Najm,Al-Hashr,An-Nahl,Ar-Rahman,1,
228d4431-cdec-4d2a-ae29-bfac12e245ba,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/042041.mp3,Al-Infitar,Al-Baqarah,Ash-Shura,Hud,3,
64020a7c-2231-4db5-9f12-43082211349e,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/036058.mp3,Az-Zalzala,Ash-Shura,Ya-Sin,Al-Isra,3,
bb330161-85a8-48ef-93ab-eceaa57d87c7,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/031028.mp3,As-Sajda,Adh-Dhariyat,Luqman,Fatir,3,
fc4ebf79-b3ec-4b4e-9d66-1bd12dbfacdc,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/044022.mp3,Yusuf,Al-Qalam,Ad-Dukhan,Ash-Sharh,3,
7dd559a4-207e-4982-aebe-9a8af8d6903a,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/042012.mp3,Al-Ahzab,Al-An'am,Ash-Shura,At-Tawbah,3,
b34de032-259b-47c6-b39d-565298b23608,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/034002.mp3,Saba',Fatir,Al-Waqi'a,Al-Fil,1,
ab151431-023d-4976-bb7f-e310bc3c6667,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/053001.mp3,An-Najm,Al-Hijr,Al-Mursalat,Al-Kawthar,1,
cd3e4057-69c1-47a3-9fe5-9465d3e92505,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/036032.mp3,Ya-Sin,Al-Qalam,Al-Hajj,Al-'Alaq,1,
6a5db123-bb0e-4885-8185-547721776c1b,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/037141.mp3,Az-Zumar,Az-Zalzala,As-Saffat,Al-Hujurat,3,
8973f868-e3a0-43df-80b5-1b7b42a57e79,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/056030.mp3,Al-Waqi'a,Ta-Ha,Fussilat,Al-Haqqah,1,
74e11d09-e279-4df3-8322-ef9bbc4b9c8b,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/033041.mp3,At-Tahrim,Al-Ahzab,Al-Haqqah,Al-Hashr,2,
d3b2fa29-4854-417a-baad-48c4072de467,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/039020.mp3,Al-Jathiya,At-Tawbah,Al-Hijr,Az-Zumar,4,
3e613c39-aa14-4653-9a0e-b151180adbbb,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/036067.mp3,Al-Insan,Ya-Sin,Al-Ma'un,An-Nazi'at,2,
a205a374-aade-46b2-a3cd-00ca2a34f07f,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/039073.mp3,Al-Hajj,Al-Jathiya,Az-Zumar,Al-Mumtahina,3,
de25de3e-3134-4eff-ba70-19121626b1d2,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/052023.mp3,An-Naml,At-Tur,Al-Ma'un,Al-Mulk,2,
4a87925c-a9e6-47a4-98dc-7072ee2ea962,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/036077.mp3,Ya-Sin,Al-Ma'arij,Luqman,Al-Qari'a,1,
fc838e9b-59d4-4704-b52b-3ae4ad567941,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/039025.mp3,Sad,Az-Zumar,Al-Falaq,Nuh,2,
6bdb20b1-c21b-42f7-908c-7c9a29171d2f,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/057022.mp3,Al-Hadid,Al-An'am,An-Nur,Ar-Rahman,1,
6b4ab236-7911-43f8-b69a-7b2d7a4dd2e6,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/031012.mp3,Luqman,Quraish,Al-Ahzab,Ash-Shura,1,
10896167-af14-4764-b038-a9c2560d85e6,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/054033.mp3,Al-Mu'minun,Al-Fajr,Al-Qalam,Al-Qamar,4,
e56090b1-4ec4-4f4b-a7b1-1242975daa01,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/049006.mp3,Al-Infitar,Ibrahim,Al-Inshiqaq,Al-Hujurat,4,
c9fd01db-718f-4f2b-8c3c-357550aca5cf,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/045023.mp3,As-Saff,Ad-Duhaa,Az-Zalzala,Al-Jathiya,4,
aaad9a7b-724e-4629-a800-dd962087b142,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/036048.mp3,Al-Bayyina,An-Nazi'at,Al-'Adiyat,Ya-Sin,4,
1effe8b7-7f9d-4d06-bed7-d14ddbd92927,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/032003.mp3,Az-Zukhruf,As-Sajda,Al-Munafiqoon,Ar-Rum,2,
ce236ee4-ce4a-4b20-9d9f-2471c2a4aab6,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/047007.mp3,Muhammad,Yunus,An-Nas,Al-Qari'a,1,
0ac04d13-93d0-46f5-b849-85a2e7cb0dab,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/031004.mp3,Al-Infitar,Al-Mu'minun,Luqman,Al-Masad,3,
31a5ef85-7287-4441-a112-bd3a7eee82f1,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/040083.mp3,Abasa,Al-Kahf,Ghafir,Al-'Alaq,3,
07a817f3-1812-4019-a65b-5a8bf27ee5c0,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/029059.mp3,At-Takwir,At-Talaq,Al-'Adiyat,Al-Ankabut,4,
cf3d01fd-7b2f-4c41-82e4-655213f844a7,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/029056.mp3,Al-Hadid,Al-Ankabut,Al-Lail,Ad-Dukhan,2,
c4ef78c6-64b9-4f58-824c-217e8d9c869c,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/041036.mp3,Ash-Shu'ara,Al-Mursalat,Fussilat,An-Naba,3,
aa07363d-043a-4365-a717-e02336d3c7b0,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/052046.mp3,Al-Muzzammil,Al-Masad,Al-Hujurat,At-Tur,4,
c148b3af-1e61-4f58-9419-410d675700d1,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/055019.mp3,Al-Jumu'a,Al-Kawthar,Ar-Rahman,Al-An'am,3,
e35b07fe-863f-4c36-90cf-34d625fa0ccc,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/045025.mp3,Al-Hashr,Al-Falaq,Sad,Al-Jathiya,4,
a012938a-3c7f-49ac-9a43-252236b18340,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/050027.mp3,Qaf,Al-Kahf,Ghafir,At-Takathur,1,
169b2032-c0fd-4026-ae4f-eb1a02174639,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/039042.mp3,Al-Ikhlas,Al-Qadr,Al-A'la,Az-Zumar,4,
4612cd88-905b-4ee1-bced-c7d5bc1c6d41,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/052031.mp3,At-Tur,At-Taghabun,Fatir,Al-Kafirun,1,
69de14f8-91d4-4125-a2da-0b763f1876dc,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/044033.mp3,Ad-Dukhan,Al-Munafiqoon,Al-Qamar,Al-Insan,1,
1da77244-2da6-49f3-9dd6-3b935af8c032,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/032023.mp3,Ar-Ra'd,Al-Ankabut,Al-Ahqaf,As-Sajda,4,
c1eb01ea-d143-4363-8587-2ae891931358,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/046011.mp3,Al-Waqi'a,Al-Ahqaf,Al-Balad,Al-Mursalat,2,
d9c6769f-9642-409c-824a-5f4b33f16c3f,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/057005.mp3,At-Tariq,Al-Haqqah,Al-Hadid,At-Talaq,3,
6073c335-81ee-4aa7-9e5b-92d410aa4c2a,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/049011.mp3,Al-Ahqaf,Al-Ghashiya,Ash-Shu'ara,Al-Hujurat,4,
d9f6ddb2-a173-4022-b15e-14ee4c8e31a8,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/046011.mp3,Al-Ahqaf,Ar-Rum,Al-Fatiha,Al-Ikhlas,1,
50720e09-ed0e-48df-b1f7-e1f7f1cade3c,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/035009.mp3,As-Sajda,Fatir,Al-Asr,Al-Anfal,2,
1bd8f6d7-b9b1-4621-9d01-1bacb67bb4fb,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/051017.mp3,Abasa,Al-Mu'minun,Adh-Dhariyat,Ar-Ra'd,3,
88f13b55-84b4-4d85-98d7-e5766f1e0198,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/045023.mp3,Al-Ghashiya,Al-Fath,Al-Jathiya,Al-Bayyina,3,
8313c98a-4056-44b9-ac51-8c21f0891c19,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/056042.mp3,An-Najm,Al-Waqi'a,Quraish,Al-Hajj,2,
d0e9d004-0c7a-4332-b656-049b8f7aa145,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/043080.mp3,Az-Zukhruf,Al-Mujadila,Al-Hadid,Ash-Sharh,1,
fe1dd9d7-882a-4aee-ae1e-7c61c75ac57b,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/035027.mp3,Fatir,Al-Isra,Al-Haqqah,Sad,1,
30f29a1a-eb2d-42fb-a2fd-25403eb71855,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/034054.mp3,Al-Lail,Al-Hashr,Al-Furqan,Saba',4,
386d7e67-afc0-4d0d-9341-c3460b158fc5,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/054008.mp3,Al-Mulk,Al-Qamar,Al-Kawthar,Al-Kahf,2,
70ef4096-5816-488f-9fbe-bbef1807f733,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/036041.mp3,Al-Ankabut,Al-Hujurat,Al-Munafiqoon,Ya-Sin,4,
37ad124f-d93f-4051-978e-9f57dd4f898c,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/048001.mp3,Al-Mulk,Al-Ma'arij,Al-Fath,Ash-Shura,3,
dc53f472-c6c0-46c3-9cbe-cc085bf363c3,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/041046.mp3,Fussilat,Ash-Shams,Al-'Alaq,Al-Ma'arij,1,
75d1d7fd-03d0-47c5-b430-2d71172afd4f,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/045012.mp3,Ya-Sin,Al-Jathiya,Al-Fath,Ar-Rahman,2,
7437cf17-cf35-4175-959d-df1cc69fe988,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/051041.mp3,Yusuf,Adh-Dhariyat,Al-Insan,Al-'Adiyat,2,
9f8c16f6-214a-4c60-8a4e-93a72eb94d08,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/048026.mp3,Al-Fath,Al-Haqqah,At-Tur,Al-Humaza,1,
da4f72cf-a012-4fbf-91eb-052dd8d19062,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/038066.mp3,Al-'Alaq,Fussilat,Sad,Ghafir,3,
c6e8f4b5-29aa-4d20-9581-570bb027486d,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/030035.mp3,Ar-Rum,Nuh,Adh-Dhariyat,Ash-Sharh,1,
1cfdad9a-d7e3-4512-b9dc-cf3262ecd2ed,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/045015.mp3,Al-Jathiya,Al-Anfal,Ibrahim,Al-'Alaq,1,
d0a7af50-2799-4fd8-9d23-792bbe49a18f,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/037160.mp3,An-Naml,At-Tur,Al-Masad,As-Saffat,4,
5e71870a-5766-4cc3-84d2-9b9796a51a93,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/047010.mp3,An-Nur,Muhammad,Al-Kahf,At-Tawbah,2,
c3f6fc5e-5c27-422a-a2e4-36f24c68dd9e,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/042026.mp3,At-Taghabun,At-Takwir,At-Talaq,Ash-Shura,4,
af5b0341-9d1e-40c0-9eb6-0625d120474b,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/036070.mp3,Ash-Shu'ara,Ya-Sin,An-Nisa',Al-An'am,2,
d4755ae6-6a6e-4061-bc44-36f9ddf5a4dc,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/042012.mp3,Al-Burooj,Al-Hijr,Al-Fath,Ash-Shura,4,
aa088fef-3fbd-447c-b1aa-04264908fc81,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/057029.mp3,Ar-Rum,Al-Inshiqaq,Al-Hadid,Al-Fil,3,
8cf8bd65-a73e-423f-a070-a52833152c7a,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/053059.mp3,At-Tahrim,Ad-Duhaa,An-Najm,Abasa,3,
acaac61d-b74a-402f-993e-1affb1e7f9a4,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/052045.mp3,At-Tur,At-Taghabun,Ash-Shura,Al-Fatiha,1,
07ecce53-7b23-41e0-807b-09578a3573ee,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/055017.mp3,Az-Zumar,Ar-Rahman,Hud,Muhammad,2,
4338983e-459b-4e3a-8d42-5f643770b608,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/030055.mp3,Ar-Rum,As-Saff,An-Nazi'at,Al-Falaq,1,
f6cc26a1-45ce-4de7-a0b5-d9ff0a0ba878,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/044037.mp3,An-Nazi'at,An-Nasr,Ad-Dukhan,Qaf,3,
8de7f52e-415f-4708-b316-943bd010a613,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/040016.mp3,Ar-Rahman,Ghafir,Ash-Shams,Al-Ahqaf,2,
807a2cb0-61a3-474b-b01f-a696d77fa128,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/041036.mp3,Fussilat,Quraish,At-Takathur,Nuh,1,
a1898602-2e9c-48c0-8f0b-ac1c1720460d,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/029056.mp3,Al-Masad,Abasa,Al-Qalam,Al-Ankabut,4,
75f469ab-d391-4926-84c9-a13910011110,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/057007.mp3,Al-Fatiha,Al-A'la,Al-Balad,Al-Hadid,4,
a48257f9-3631-4357-86f4-9219cb32547b,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/043066.mp3,Al-Humaza,Az-Zukhruf,Al-Asr,Yusuf,2,
aea19583-ae62-4527-920a-b90999d6bc05,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/050013.mp3,Qaf,Ash-Sharh,Al-Insan,Abasa,1,
5bd2576b-7f1c-41e2-beb8-5826e9ea813b,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/032010.mp3,Al-Jinn,Al-Burooj,As-Sajda,Nuh,3,
