id,question,audio_clip,option_1,option_2,option_3,option_4,answer_index,audio_length
ca905ae8-8dfa-4b46-b8db-3e2dc6c16d7b,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/077041.mp3,Al-Mursalat,Al-Mumtahina,Yunus,At-Takathur,1,
29dee6da-ede5-4767-aca9-24503085a658,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/077029.mp3,Fatir,Al-Mursalat,Ash-Shura,Al-Kafirun,2,
685445a9-8f53-4af4-a2c1-174d1671476e,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/073017.mp3,Hud,Al-Balad,Al-Qari'a,Al-Muzzammil,4,
eed17029-7b2b-48dd-88bd-d4d1d1025651,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/068020.mp3,Al-Qalam,Al-Qamar,Maryam,Luqman,1,
68c18733-d8d9-4fe1-a9e8-15fc1c01cdd9,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/077033.mp3,Al-Mursalat,An-Nisa',As-Sajda,Al-Asr,1,
8c4d688d-d1d8-4d1f-bb5e-744c4ab83c2d,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/070013.mp3,Al-Ma'arij,An-Naba,Ta-Ha,Maryam,1,
c2582a97-d7ae-4c1f-8d01-29621f1ea409,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/072005.mp3,Al-Asr,Al-Humaza,Al-Jinn,Al-Haqqah,3,
1a3a66c7-07d9-48de-90f9-b6104682a0d7,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/071017.mp3,At-Talaq,An-Nur,Al-Furqan,Nuh,4,
1b86ada8-b1c8-403d-bcd4-5dbbbc9ec60b,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/067007.mp3,Al-Mulk,Al-Bayyina,Ash-Shura,Ash-Shu'ara,1,
281ddaa2-eeff-4942-adee-f4929bf8e671,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/075017.mp3,Ash-Shura,Ad-Dukhan,Al-Bayyina,Al-Qiyama,4,
c3873289-9b3a-4c5e-be5e-6a2372ebf3e8,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/077024.mp3,Al-Mursalat,Al-Lail,An-Naba,Ash-Sharh,1,
eb17154d-b819-46fa-b653-34f789b4f7d6,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/076003.mp3,Al-Insan,Al-Fajr,Al-Hajj,Ar-Ra'd,1,
60eab701-2bf7-41b7-8183-a05df35791ce,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/070035.mp3,Al-Ma'arij,Saba',Al-Kahf,Al-Inshiqaq,1,
1c3dca8e-a714-4518-9bb4-53e94b4e84bd,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/075036.mp3,Al-Fil,Ta-Ha,Al-An'am,Al-Qiyama,4,
4f5db520-2c1a-4cb7-a3cd-fff93532575a,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/075040.mp3,Sad,Al-Qadr,Al-Qiyama,Al-Masad,3,
caafc722-3dc7-431d-9dc0-52847d69fe59,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/069004.mp3,Al-'Alaq,Al-Asr,Al-Haqqah,Al-Jinn,3,
5b0f2956-3dea-4b58-b1e5-5ff8cb25ce0b,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/069016.mp3,Muhammad,Al-Haqqah,Al-Balad,Sad,2,
8419c2f1-8880-4d0d-9fbe-048e1e2d7fb3,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/072001.mp3,Fussilat,Al-Jinn,Ta-Ha,Al-Baqarah,2,
b1c7ab60-c1d9-4cf4-8acb-98022e37c0cc,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/069036.mp3,Ash-Shura,Maryam,At-Talaq,Al-Haqqah,4,
1750f422-fa68-4a53-a60e-fafe01fef9b6,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/074022.mp3,Al-Fajr,An-Naba,Al-Muddathir,At-Tahrim,3,
4b96275f-052e-4367-adfc-d3433638c4af,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/075036.mp3,Al-Qiyama,Al-Mujadila,Fatir,Maryam,1,
bc35daf8-54b7-4a05-947b-cabbdc8d3186,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/074001.mp3,At-Takwir,Al-A'la,Al-Muddathir,Al-Mutaffifin,3,
8ff0d4e6-dfdd-41af-adc5-e0da992a13d6,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/071010.mp3,Al-Furqan,Al-Bayyina,Nuh,Al-'Adiyat,3,
b635edaf-74b6-4fb4-9c36-a9f9750a6ea5,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/077029.mp3,Al-An'am,An-Nas,Al-Mursalat,Aal-E-Imran,3,
2546d4ed-7eeb-488d-95d0-e749dd99a50e,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/069047.mp3,Al-Infitar,Al-Haqqah,Fussilat,An-Nisa',2,
09a917b3-950b-4c72-adfc-e1f793fca088,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/068026.mp3,Yusuf,Fatir,Ibrahim,Al-Qalam,4,
9280dcbf-5a1a-400f-bec2-bf988806d15c,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/068022.mp3,At-Takathur,Al-Baqarah,An-Nur,Al-Qalam,4,
813a3a07-10c5-4975-a994-e1b95ec4eb3a,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/071009.mp3,Al-Baqarah,Al-Hajj,Nuh,Muhammad,3,
8dda92ec-1d62-4e2e-83c5-9c8a26cb0374,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/077041.mp3,Al-Ma'un,Adh-Dhariyat,Al-Anfal,Al-Mursalat,4,
675a43f6-6ba6-45d4-be3b-836867a4a4e6,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/076010.mp3,Al-Insan,Muhammad,Ar-Rum,Fatir,1,
d681f01e-3622-4804-92d6-fedc1fabb334,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/068048.mp3,An-Nasr,Al-Hijr,Al-Asr,Al-Qalam,4,
d63fd096-3688-4a49-9874-bc1fe3567e3c,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/075007.mp3,At-Takwir,Al-Masad,Al-Qiyama,Al-Humaza,3,
e10567e8-a508-486e-95a2-0d67a078ebc4,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/069009.mp3,Ad-Duhaa,Al-Haqqah,Yunus,Al-An'am,2,
8b284995-338c-4998-ad35-856ec7600e03,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/074011.mp3,Al-Jathiya,At-Tin,Al-Muddathir,Al-Haqqah,3,
7e9482e6-c30a-4260-8040-741f3150bb04,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/075013.mp3,Nuh,Al-Qasas,Al-Qiyama,Ash-Sharh,3,
c18107f1-bca0-442c-a907-5f5de3c16e9a,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/070003.mp3,Al-Ma'arij,Ar-Ra'd,Ar-Rahman,Al-Baqarah,1,
20cd0815-d80a-4a44-b44d-79db1218771c,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/070020.mp3,Al-Ankabut,Al-Hadid,Al-Ma'arij,At-Tur,3,
bbcaf638-3afc-43a6-b499-441f5c126187,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/071010.mp3,Al-Baqarah,Nuh,Al-Balad,At-Takwir,2,
68ba486f-64b3-453c-b628-71b2e5082a91,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/071024.mp3,Al-Anfal,Al-Qamar,Nuh,Al-Kahf,3,
4595def2-4120-4d45-aa0a-289ade17d251,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/072016.mp3,Al-Ma'idah,Ar-Ra'd,Al-Jinn,Hud,3,
1c5d44b9-0759-426f-a2ed-ae141819dae8,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/070022.mp3,Al-Ma'arij,Al-Furqan,Ash-Shura,Al-Asr,1,
4fdb4ccb-08ea-4b3b-9fe8-c470d4b747b8,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/070039.mp3,Al-Ikhlas,Al-Ma'arij,Ar-Rum,Fussilat,2,
034f930d-06d3-41f7-a05a-8efd8c4cd55e,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/074013.mp3,An-Nas,Al-Muddathir,Al-Ma'arij,Abasa,2,
8933c3dc-d33c-4422-9660-e2587549a8bf,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/071022.mp3,Nuh,Al-Inshiqaq,Fussilat,Al-Fatiha,1,
7b79d36a-6f77-4a8a-b394-b6b09d55a431,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/077016.mp3,At-Tawbah,Al-Muddathir,Al-Mursalat,Al-Infitar,3,
ff4a09d8-46dc-4747-854b-31e903c58622,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/076021.mp3,Al-Insan,An-Naml,An-Najm,Hud,1,
7e6c832a-5624-49e0-adf7-90130f622246,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/069022.mp3,Al-Humaza,Al-Fajr,Al-Haqqah,Al-Munafiqoon,3,
52ed8a2d-6385-4382-9b05-1eb6fcc92f97,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/069051.mp3,Al-Mursalat,Al-Haqqah,Yusuf,Al-Falaq,2,
40ca0ca9-6fc9-4945-b006-217aa598bc44,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/068011.mp3,Al-Qalam,Al-Hujurat,Ash-Shams,Al-Muzzammil,1,
2fede32c-7099-4d8e-a528-355f5e464bc2,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/067014.mp3,An-Naba,Al-Furqan,Al-Ankabut,Al-Mulk,4,
e8fbf5be-8c75-46eb-90f6-fd562692437d,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/071006.mp3,Al-Insan,Ash-Shu'ara,Nuh,Al-Lail,3,
1f9e5276-5635-4a29-994a-82493e18b4f6,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/073004.mp3,Aal-E-Imran,Al-Muzzammil,Al-Masad,Al-Ghashiya,2,
ed41920a-eafa-44a3-8895-ef9e978ac03b,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/067003.mp3,Al-Mulk,Al-Ma'arij,As-Saffat,Luqman,1,
ba8a56ed-d974-43a7-8b5d-f8df2936f9d9,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/070007.mp3,Fatir,Al-Mutaffifin,Al-Ikhlas,Al-Ma'arij,4,
17357594-faf0-4983-8fc9-07d3ef771a01,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/073004.mp3,Al-Anbiya,Al-Muzzammil,Az-Zukhruf,At-Tahrim,2,
9efdba47-dad1-403c-9c9a-4b7a1655e7f6,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/069028.mp3,Muhammad,Al-Ankabut,Al-Fath,Al-Haqqah,4,
24354e4e-7fc0-45dd-9c34-c085bdb837a6,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/068006.mp3,Al-Qalam,Nuh,Al-Baqarah,Al-'Alaq,1,
c730be64-c9fc-4db7-9170-5995433e51e3,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/072021.mp3,As-Sajda,Al-Jinn,Al-Baqarah,Sad,2,
5e490704-7ea6-4bc8-a675-bc5e36e60100,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/068016.mp3,Al-Qalam,At-Takwir,Az-Zalzala,Al-An'am,1,
fff557b4-c6b9-4dd0-b964-a0b25873520b,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/069011.mp3,Al-Kafirun,An-Nasr,At-Tur,Al-Haqqah,4,
1087cf6e-f757-4aec-9303-196d6886c4fd,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/075007.mp3,Al-Qadr,Al-Hujurat,Al-Qiyama,Al-Hadid,3,
7da78f50-e5e4-4816-8808-fbba13cbec8e,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/067003.mp3,Al-Mulk,Al-Hijr,Fussilat,Al-Anbiya,1,
3367094c-8c30-4a3e-aac5-88a81f824994,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/073002.mp3,Al-Isra,Al-Muzzammil,Abasa,Ash-Shams,2,
32485c66-ad8b-4886-a00f-5c55ee4b6e97,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/072009.mp3,As-Sajda,Al-Qiyama,Ash-Sharh,Al-Jinn,4,
3664df2a-9c5f-4363-b6dc-699a0eb2ef1f,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/075002.mp3,Al-Qiyama,Ar-Rahman,Az-Zumar,Al-Fatiha,1,
69a43889-0c57-4d47-803d-6b42330b6d59,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/071022.mp3,Maryam,Ad-Duhaa,Nuh,Al-Fil,3,
c932706d-3240-4eb4-90f7-5170325bd3d1,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/074012.mp3,Al-Insan,At-Talaq,Muhammad,Al-Muddathir,4,
c7a35674-ce28-4bda-b052-0081b8b4afde,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/077014.mp3,Quraish,Al-Baqarah,Al-Mursalat,Al-Hujurat,3,
38a47b1f-8386-45a7-97b7-95afb8c3a736,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/068017.mp3,Al-Qalam,Al-Ankabut,Sad,At-Takathur,1,
e82b435b-6823-43c8-b8ca-5d002bf04eff,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/074014.mp3,Al-Ma'un,Al-Muddathir,Luqman,Al-'Adiyat,2,
738e1ec0-6886-40a2-921d-ac3d1b7d5b41,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/068033.mp3,Al-Qalam,Ash-Sharh,An-Nur,Abasa,1,
1b10917b-a152-421e-a64e-a0f0d1439caf,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/074024.mp3,Al-Qiyama,Al-Muddathir,Luqman,Al-Infitar,2,
52fe01c4-c790-4aab-9660-538d04abff25,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/071028.mp3,As-Sajda,Nuh,Al-Fajr,Al-Inshiqaq,2,
c9a7da85-d736-4f7a-8c46-4fb8e5ab2384,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/070004.mp3,Al-Ma'arij,Al-'Alaq,Fussilat,Al-Falaq,1,
b8475223-04e0-482e-9f96-8e7ac9e85869,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/077016.mp3,Al-Anbiya,Adh-Dhariyat,Al-Mursalat,Al-Burooj,3,
442710c2-086f-48d4-9e23-a153bd87b8ef,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/076019.mp3,At-Talaq,Al-Fath,Al-Insan,Al-Jinn,3,
8eaff79e-fec3-4b1a-bab5-74db6086621e,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/069013.mp3,Al-Fajr,Al-Haqqah,Al-Masad,An-Nazi'at,2,
705b1b8f-3f01-46df-9956-e368efdf0ccc,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/069003.mp3,Al-Ghashiya,Al-Haqqah,Az-Zumar,Al-An'am,2,
2cb5b637-3eda-4c80-ac6d-4131a453ae42,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/068010.mp3,Al-'Adiyat,Al-Qalam,Al-Humaza,Al-Jinn,2,
a56140a2-fdd2-4dd6-9960-ac8dc81d07f6,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/067024.mp3,Al-Ankabut,Al-Mulk,Al-Ma'un,Al-Masad,2,
92290226-b07e-4971-9e19-6fd964061691,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/070011.mp3,Al-Ma'arij,Al-Mu'minun,Al-Mujadila,Ghafir,1,
131fd9da-7946-435c-aa92-b6a48491fbef,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/077017.mp3,Al-Mursalat,Al-Hujurat,At-Talaq,Al-Ma'idah,1,
dcd1b970-b134-473f-8806-fa6a000b7778,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/074054.mp3,Fatir,Abasa,Al-'Alaq,Al-Muddathir,4,
1ccb8039-7475-4599-b6b9-cce1fb10b0ed,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/075032.mp3,Al-Qamar,Al-Qiyama,Al-Fath,Muhammad,2,
06f5567d-bf8b-4f28-b974-7a6d291ecb55,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/075004.mp3,Al-Hadid,Al-Mu'minun,As-Sajda,Al-Qiyama,4,
2258decf-dc1f-4893-a329-38f1ba9996cc,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/072020.mp3,Luqman,Qaf,Al-Ikhlas,Al-Jinn,4,
3cced657-20b0-4983-9a46-75b4d04e0377,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/076022.mp3,Al-Qalam,Al-Insan,Al-Hadid,An-Nazi'at,2,
94609800-8057-4ee0-b005-b17659b63ab8,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/068046.mp3,Sad,Al-Ahqaf,Al-Qalam,Al-Ma'idah,3,
30cd28d3-074d-4c53-8884-102e9f4e9b40,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/075011.mp3,Al-Hashr,Al-Isra,Adh-Dhariyat,Al-Qiyama,4,
44e074ca-09ea-46ac-b61c-aafd7d1fba3c,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/073019.mp3,Al-Hijr,Al-Qadr,Al-Muzzammil,At-Takwir,3,
bc4d624d-efc2-4568-bc57-9dcf8b59164f,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/071013.mp3,Al-Kawthar,Yusuf,Al-Muzzammil,Nuh,4,
301f719c-e686-4b57-bb57-3e2adaad11e5,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/070021.mp3,Qaf,Al-Ma'arij,Ash-Shu'ara,Al-Qalam,2,
af7f4c49-885f-48ea-b9c1-87b31fceef39,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/072003.mp3,Fatir,Al-Jinn,Az-Zukhruf,Ar-Rum,2,
128663c4-9a27-4f21-946b-ced324502b20,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/072024.mp3,Al-Haqqah,Al-Balad,Al-Jinn,Al-Furqan,3,
7c7f59fb-58c8-4f6c-8a37-5279502b407e,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/072008.mp3,Al-Qalam,At-Tariq,Al-Qari'a,Al-Jinn,4,
00a53f5c-e0c6-42d5-a433-b8fac9e72211,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/071008.mp3,Al-Hijr,An-Nisa',Al-An'am,Nuh,4,
3039bf8d-c26c-4595-916e-27f03e669368,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/067024.mp3,Al-Mulk,Al-Ma'arij,Al-Hijr,Luqman,1,
0bba879b-e9df-48c4-b050-671fd535ddb9,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/070043.mp3,Az-Zukhruf,Al-Ma'arij,Al-Anfal,Al-Mursalat,2,
cfc66dcb-04e2-41ca-9e06-1f914db4fb9b,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/068039.mp3,Al-Mutaffifin,Ad-Duhaa,Al-Qalam,Al-Qadr,3,
676c3e61-e441-4ef6-aa7a-1fe3407b006d,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/074015.mp3,Al-Muddathir,Al-Jumu'a,Al-Hajj,At-Tin,1,
c9dddd7a-04ed-4e23-a883-9ae95f8c40b0,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/072006.mp3,Al-Qasas,Al-Ikhlas,Al-Mutaffifin,Al-Jinn,4,
74d4ad88-5a8d-477f-8b58-36e0f5ed32eb,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/073017.mp3,Al-Muzzammil,Ash-Shura,Luqman,An-Naba,1,
8c63e54e-e1dc-40c4-a445-4498a4334985,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/067003.mp3,Al-Ahzab,Ya-Sin,Al-Mulk,Al-Inshiqaq,3,
2933e514-1647-4b4a-b650-4bedf74ed613,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/074028.mp3,Al-A'la,Al-Muddathir,At-Tawbah,Al-Qalam,2,
d499475d-75c2-400e-996e-1414255f2ed8,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/069010.mp3,Maryam,At-Takathur,Al-Haqqah,Al-Mursalat,3,
ccb4a7bd-7f9f-40a1-a4fa-3b9d8159619c,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/068001.mp3,Al-Qadr,Al-Muzzammil,Abasa,Al-Qalam,4,
da690944-be0e-464f-b582-165c2313a96f,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/073020.mp3,Al-Muzzammil,Hud,At-Tawbah,Al-Masad,1,
67743253-86a5-4141-a161-69c533651191,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/067006.mp3,Qaf,Hud,Al-Mulk,Quraish,3,
9cc0c926-87bd-49a2-b2a7-c78ceb4fb14d,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/077001.mp3,Ar-Rum,Ar-Ra'd,Al-Mursalat,At-Tur,3,
7474b256-a69c-42b8-bb7e-024022f7c8b7,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/074046.mp3,Al-Hadid,Al-Muddathir,At-Tahrim,At-Tin,2,
cd985f40-ad44-4202-957e-b4768b297ed5,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/077041.mp3,Luqman,Ad-Duhaa,At-Tahrim,Al-Mursalat,4,
cfe43c9f-162c-47e4-b228-e86ba5c588d4,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/068003.mp3,Al-Qalam,Al-Ma'un,An-Nazi'at,Ar-Rahman,1,
8a6cb5ce-8dfe-4f4f-8cd8-7e5093282681,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/075005.mp3,Al-Qiyama,Fatir,Al-Hijr,Al-Hajj,1,
43eb1370-6a0d-4918-a1e1-f02d5b10fb01,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/072022.mp3,Al-Haqqah,Al-Jinn,Al-Mumtahina,Nuh,2,
06d53d6f-a1e2-4745-bdd8-6fcff4b4ac86,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/067013.mp3,Al-Mulk,Al-Qiyama,Al-Qamar,Al-Fajr,1,
74e8d08f-62f8-453d-889d-43b57b5e3473,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/075027.mp3,Ar-Ra'd,At-Tawbah,An-Nahl,Al-Qiyama,4,
c5800796-7f7f-4b4a-b3ca-1d259bb09a37,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/071012.mp3,Ash-Sharh,Al-Mulk,Nuh,An-Nahl,3,
12e69848-04b1-4d25-ac27-f5aa23cafd77,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/067004.mp3,Al-Muzzammil,Al-Mulk,Fussilat,At-Tahrim,2,
3ad04177-87c7-4cd5-9332-6dadf74af436,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/073018.mp3,Al-Insan,Al-Muzzammil,Al-Ikhlas,Al-Qamar,2,
11cbeb61-b455-40b4-b4a4-0c99943f0ab7,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/075003.mp3,Al-Burooj,Al-Baqarah,Fussilat,Al-Qiyama,4,
92311a23-0b88-4deb-bff1-b542039ddf48,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/076020.mp3,Al-Insan,At-Tariq,An-Naba,Al-Qalam,1,
8bcdcc3a-89e8-4c65-9590-f9b751a7cdd1,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/069037.mp3,Al-Fil,Abasa,An-Nasr,Al-Haqqah,4,
43fcd3d4-4792-4fe6-bf3d-728a6b0c0eea,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/067015.mp3,Ar-Ra'd,Al-Hujurat,Al-Lail,Al-Mulk,4,
72ee29f9-e4c4-48eb-9bff-602d72f2f092,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/074049.mp3,Al-Ma'un,Al-Muddathir,Ad-Duhaa,Al-Mu'minun,2,
5d806480-6beb-42c9-8d95-dd3a8c4a1ae8,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/076011.mp3,Ash-Shura,Al-'Adiyat,Al-Muzzammil,Al-Insan,4,
a73cc97d-be30-4831-8f7f-77bcb2179ddb,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/071006.mp3,Al-Baqarah,Al-A'la,Nuh,Al-An'am,3,
4c1791f8-a69a-4292-a5c5-54bec1b40209,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/068018.mp3,Al-'Alaq,An-Naba,Al-Kafirun,Al-Qalam,4,
dddabcd9-7dd6-40d7-bf1e-e7ab8408dbe7,What is the name of this Surah?,https://verses.quran.com/Shuraym/mp3/077030.mp3,Al-Hadid,Al-Ma'un,Al-Mursalat,Al-Ahqaf,3,
87353968-feae-494d-b5af-25e60333f84b,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/071006.mp3,Nuh,Ghafir,Az-Zumar,Al-Ma'idah,1,
6267ec70-04f4-4427-88c5-1809c29d206d,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/076024.mp3,Ar-Rahman,Al-Falaq,Quraish,Al-Insan,4,
8f096f61-0237-41e2-8163-01cb1d50e87e,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/072010.mp3,Al-Jinn,Al-A'la,Muhammad,Ash-Shura,1,
2252488c-20b7-4265-a876-4f944c0b8a6e,What is the name of this Surah?,https://verses.quran.com/Minshawi/Murattal/mp3/076011.mp3,Al-Insan,Maryam,Al-Ahqaf,Al-Mumtahina,1,
7fd4ce18-933d-4e5e-a9df-a9f8c0578d25,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/073013.mp3,As-Sajda,Al-Jathiya,Al-Muzzammil,An-Nur,3,
4c9f8e26-2dfb-4278-8d85-df488a987bed,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/076012.mp3,Al-Insan,An-Nas,Al-Ahzab,An-Nahl,1,
0c977fd4-c3e4-4148-b975-aa05f7651ab8,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/070018.mp3,Al-Ma'arij,At-Takathur,Al-Waqi'a,Sad,1,
b5ae6fbe-6109-43a4-98ef-0ba6213f6eda,What is the name of this Surah?,https://verses.quran.com/Sudais/mp3/068017.mp3,Al-Qari'a,Al-Qalam,Al-Fil,Al-A'raf,2,
5a8432ae-2487-40cc-912f-8b88a5d0698a,What is the name of this Surah?,https://verses.quran.com/Rifai/mp3/067008.mp3,At-Taghabun,Yunus,Ar-Rum,Al-Mulk,4,
44497a3c-3cc9-4f2d-900d-e027b362ab9e,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/070032.mp3,Al-Jinn,Sad,Al-Ma'arij,Al-Hadid,3,
0e84823a-3111-42ad-85d8-b8c7f945e698,What is the name of this Surah?,https://verses.quran.com/Alafasy/mp3/072025.mp3,Al-Jinn,Az-Zumar,At-Tin,Al-A'la,1,
